STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnaping & Abduction,Kidnaping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Kidnaping & Abduction_Others,Assault on Women with intent to outrage her Modesty_Total,Sexual Harassment,Assault on women with intent to Disrobe,Voyeurism,Stalking,Others,Insult to the Modesty of Women_Total,At Office premises,In places related to work,In Public Transport system,In other Places,Importation of Girls from Foreign Country,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Grievous Hurt,Hurt,Acid attack,Attempt to Acid Attack,Deaths caused with intent to cause miscarriage,Causing miscarriage without consent of women,Dacoity_Total,Dacoity with Murder,Other Dacoity,Robbery,Arson,HumanTrafficking,Abetment of Suicides of Women,UnNatural Offences,Other IPC Crimes,"Dowry Prohibition Act, 1961","Indecent Representation of Women (P) Act, 1986","Commission of Sati Prevention Act, 1987","Protection of Women from Domestic Violence Act, 2005",Immoral Traffic Prevention Act,ITP Under Section 5,ITP Under Section 6,ITP Under Section 7,ITP Under Section 8,ITP Under Other Sections,Other SLL Crimes against Women,Total Crimes against Women
Jharkhand,Giridih,2014,58,,40,,,176,,0.0,0.0,0.0,58.0,0.0,58.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0
Jharkhand,Godda,2014,34,,3,,,57,,0.0,0.0,0.0,34.0,0.0,34.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0
Jharkhand,Gumla,2014,67,,1,,,24,,0.0,0.0,0.0,67.0,6.0,61.0,0.0,40.0,2.0,2.0,0.0,36.0,0.0,15.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,0.0,0.0,54.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0
Jharkhand,Hazaribagh,2014,52,,23,,,37,,0.0,0.0,0.0,52.0,7.0,45.0,7.0,26.0,0.0,0.0,0.0,26.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0
Jharkhand,Jamshedpur,2014,55,,13,,,110,,0.0,0.0,0.0,55.0,0.0,55.0,21.0,70.0,1.0,0.0,1.0,64.0,4.0,47.0,11.0,9.0,0.0,0.0,27.0,2.0,0.0,1.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0
Jharkhand,Jamshedpur Railway,2014,0,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Jharkhand,Jamtara,2014,27,,10,,,70,,0.0,0.0,0.0,27.0,1.0,26.0,19.0,24.0,7.0,0.0,0.0,14.0,3.0,29.0,1.0,22.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,221.0
Jharkhand,Khunti,2014,7,,2,,,11,,0.0,0.0,0.0,7.0,0.0,7.0,2.0,8.0,2.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
Jharkhand,Koderma,2014,15,,16,,,39,,0.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,127.0
Jharkhand,Latehar,2014,25,,8,,,17,,0.0,0.0,0.0,25.0,4.0,21.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
Jharkhand,Lohardagga,2014,43,,2,,,24,,0.0,0.0,0.0,43.0,0.0,43.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0
Jharkhand,Pakur,2014,55,,1,,,91,,0.0,0.0,0.0,55.0,3.0,52.0,6.0,11.0,0.0,0.0,0.0,11.0,0.0,12.0,5.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,13.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,264.0
Jharkhand,Palamu,2014,44,,19,,,42,,0.0,0.0,0.0,44.0,4.0,40.0,6.0,23.0,0.0,0.0,0.0,23.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,4.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0
Jharkhand,Ramgarh,2014,48,,11,,,34,,0.0,0.0,0.0,48.0,2.0,46.0,11.0,29.0,0.0,0.0,0.0,18.0,11.0,20.0,7.0,5.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0
Jharkhand,Ranchi,2014,75,,13,,,48,,0.0,0.0,0.0,75.0,6.0,69.0,0.0,76.0,0.0,0.0,0.0,72.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,8.0,5.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0
Jharkhand,Sahebganj,2014,87,,4,,,75,,0.0,0.0,0.0,87.0,7.0,80.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0
Jharkhand,Saraikela,2014,31,,7,,,27,,0.0,0.0,0.0,31.0,1.0,30.0,38.0,7.0,0.0,0.0,1.0,2.0,4.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0
Jharkhand,Simdega,2014,24,,1,,,13,,0.0,0.0,0.0,24.0,0.0,24.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,80.0
Jharkhand,Total,2014,1050,,350,,,1462,,0.0,0.0,0.0,1050.0,52.0,998.0,208.0,885.0,26.0,2.0,2.0,819.0,36.0,440.0,114.0,65.0,0.0,5.0,256.0,18.0,0.0,1.0,0.0,17.0,2.0,211.0,89.0,4.0,1.0,63.0,61.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,7.0,5.0,112.0,1.0,0.0,95.0,1538.0,2.0,0.0,5.0,11.0,6.0,1.0,0.0,0.0,4.0,25.0,6587.0
Karnataka,Bagalkot,2014,22,,4,,,53,,0.0,0.0,0.0,22.0,0.0,22.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,96.0,0.0,0.0,0.0,0.0,96.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,15.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,270.0
Karnataka,Bengaluru City,2014,104,,57,,,490,,0.0,0.0,0.0,104.0,8.0,96.0,4.0,618.0,565.0,0.0,4.0,11.0,38.0,680.0,53.0,8.0,4.0,19.0,596.0,57.0,1.0,2.0,1.0,53.0,0.0,83.0,62.0,0.0,0.0,23.0,22.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,603.0,3.0,7.0,80.0,0.0,719.0,774.0,0.0,0.0,0.0,213.0,69.0,2.0,24.0,14.0,104.0,280.0,4862.0
Karnataka,Bengaluru District,2014,60,,22,,,97,,0.0,0.0,0.0,60.0,0.0,60.0,0.0,69.0,0.0,0.0,0.0,69.0,0.0,135.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,490.0
Karnataka,Belagavi District,2014,59,,4,,,162,,0.0,0.0,0.0,59.0,0.0,59.0,1.0,23.0,0.0,0.0,0.0,6.0,17.0,233.0,23.0,0.0,0.0,2.0,208.0,4.0,0.0,2.0,0.0,2.0,0.0,26.0,34.0,1.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,23.0,1.0,0.0,9.0,0.0,175.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,794.0
Karnataka,Ballari,2014,48,,12,,,72,,0.0,0.0,0.0,48.0,0.0,48.0,0.0,13.0,4.0,0.0,0.0,3.0,6.0,121.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,3.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,460.0
Karnataka,Bidar,2014,33,,10,,,106,,0.0,0.0,0.0,33.0,0.0,33.0,8.0,42.0,4.0,0.0,0.0,16.0,22.0,82.0,0.0,0.0,0.0,0.0,82.0,11.0,0.0,0.0,0.0,11.0,0.0,17.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,3.0,0.0,11.0,29.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,26.0,412.0
Karnataka,Vijayapura,2014,45,,7,,,122,,0.0,0.0,0.0,45.0,0.0,45.0,0.0,14.0,5.0,0.0,0.0,2.0,7.0,127.0,24.0,21.0,0.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,409.0
Karnataka,Chikkaballapura,2014,36,,10,,,26,,0.0,0.0,0.0,36.0,0.0,36.0,0.0,13.0,0.0,0.0,0.0,4.0,9.0,106.0,0.0,0.0,0.0,0.0,106.0,8.0,0.0,0.0,0.0,8.0,0.0,14.0,12.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,0.0,0.0,12.0,0.0,0.0,37.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,302.0
Karnataka,Chamarajnagar,2014,11,,5,,,15,,0.0,0.0,0.0,11.0,0.0,11.0,0.0,18.0,8.0,0.0,1.0,3.0,6.0,92.0,2.0,21.0,0.0,1.0,68.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,169.0
Karnataka,Chikkamagaluru,2014,30,,5,,,110,,0.0,0.0,0.0,30.0,2.0,28.0,0.0,8.0,5.0,0.0,0.0,3.0,0.0,172.0,0.0,0.0,0.0,0.0,172.0,2.0,0.0,0.0,0.0,2.0,0.0,24.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,53.0,458.0
Karnataka,Chitradurga,2014,24,,17,,,77,,0.0,0.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,241.0,0.0,0.0,0.0,0.0,241.0,5.0,1.0,4.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,457.0
Karnataka,Dakshina Kannada,2014,40,,1,,,32,,0.0,0.0,0.0,40.0,1.0,39.0,1.0,6.0,2.0,0.0,0.0,2.0,2.0,70.0,8.0,2.0,0.0,2.0,58.0,4.0,0.0,1.0,0.0,3.0,0.0,10.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,194.0
Karnataka,Davanagere,2014,40,,9,,,87,,0.0,0.0,0.0,40.0,1.0,39.0,0.0,53.0,24.0,0.0,0.0,15.0,14.0,211.0,27.0,57.0,0.0,2.0,125.0,2.0,0.0,0.0,0.0,2.0,0.0,28.0,17.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,17.0,0.0,2.0,62.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,569.0
Karnataka,Dharwad,2014,23,,3,,,15,,0.0,0.0,0.0,23.0,0.0,23.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
Karnataka,Gadag,2014,15,,2,,,22,,0.0,0.0,0.0,15.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0
Karnataka,Kalaburgi,2014,53,,14,,,127,,0.0,0.0,0.0,53.0,2.0,51.0,0.0,37.0,0.0,0.0,0.0,7.0,30.0,145.0,0.0,0.0,0.0,0.0,145.0,11.0,0.0,0.0,0.0,11.0,0.0,22.0,17.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,16.0,0.0,0.0,2.0,0.0,82.0,49.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,609.0
Karnataka,Hassan,2014,63,,11,,,103,,0.0,0.0,0.0,63.0,1.0,62.0,0.0,43.0,0.0,0.0,0.0,0.0,43.0,251.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,564.0
Karnataka,Haveri,2014,40,,10,,,44,,0.0,0.0,0.0,40.0,0.0,40.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,94.0,0.0,0.0,0.0,0.0,94.0,3.0,0.0,0.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,265.0
Karnataka,Hubballi Dharwad City,2014,21,,7,,,39,,0.0,0.0,0.0,21.0,0.0,21.0,0.0,28.0,0.0,0.0,0.0,2.0,26.0,31.0,3.0,0.0,0.0,0.0,28.0,3.0,0.0,0.0,0.0,3.0,0.0,11.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,232.0
Karnataka,K.G.F.,2014,20,,1,,,14,,0.0,0.0,0.0,20.0,1.0,19.0,1.0,8.0,5.0,0.0,0.0,1.0,2.0,21.0,5.0,1.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
Karnataka,Kodagu,2014,25,,1,,,40,,0.0,0.0,0.0,25.0,0.0,25.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,60.0,0.0,0.0,0.0,0.0,60.0,5.0,1.0,0.0,0.0,4.0,0.0,11.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,166.0
Karnataka,Kolar,2014,32,,8,,,21,,0.0,0.0,0.0,32.0,1.0,31.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,67.0,13.0,7.0,0.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0
Karnataka,Koppal,2014,28,,4,,,50,,0.0,0.0,0.0,28.0,0.0,28.0,0.0,31.0,0.0,0.0,0.0,0.0,31.0,34.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0
Karnataka,Mandya,2014,36,,11,,,143,,0.0,0.0,0.0,36.0,0.0,36.0,2.0,61.0,42.0,0.0,0.0,7.0,12.0,278.0,0.0,0.0,0.0,0.0,278.0,12.0,0.0,0.0,0.0,12.0,0.0,15.0,18.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,5.0,0.0,667.0
Karnataka,Mangaluru City,2014,25,,1,,,56,,0.0,0.0,0.0,25.0,0.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,72.0,0.0,0.0,0.0,0.0,72.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0
Karnataka,Mysuru City,2014,41,,3,,,51,,0.0,0.0,0.0,41.0,0.0,41.0,1.0,23.0,0.0,0.0,3.0,9.0,11.0,87.0,10.0,21.0,2.0,4.0,50.0,4.0,0.0,0.0,0.0,4.0,0.0,11.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,0.0,425.0
Karnataka,Mysuru District,2014,41,,20,,,107,,0.0,0.0,0.0,41.0,0.0,41.0,0.0,49.0,0.0,0.0,0.0,5.0,44.0,201.0,0.0,0.0,0.0,0.0,201.0,5.0,0.0,0.0,0.0,5.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,488.0
Karnataka,Raichur,2014,55,,5,,,134,,0.0,0.0,0.0,55.0,1.0,54.0,2.0,30.0,12.0,0.0,0.0,6.0,12.0,198.0,0.0,0.0,0.0,0.0,198.0,4.0,0.0,0.0,0.0,4.0,0.0,29.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,73.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,557.0
Karnataka,K.Railways,2014,1,,1,,,2,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Karnataka,Ramanagar,2014,43,,12,,,60,,0.0,0.0,0.0,43.0,2.0,41.0,0.0,45.0,28.0,0.0,0.0,15.0,2.0,142.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,433.0
Karnataka,Shimoga,2014,58,,8,,,228,,0.0,0.0,0.0,58.0,2.0,56.0,0.0,47.0,38.0,0.0,0.0,1.0,8.0,404.0,0.0,0.0,0.0,11.0,393.0,7.0,0.0,0.0,0.0,7.0,0.0,22.0,8.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,827.0
Karnataka,Tumakuru,2014,36,,15,,,87,,0.0,0.0,0.0,36.0,0.0,36.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,242.0,12.0,0.0,0.0,0.0,230.0,8.0,0.0,0.0,0.0,8.0,0.0,23.0,18.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,15.0,0.0,0.0,58.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,1.0,572.0
Karnataka,Udupi,2014,28,,3,,,57,,0.0,0.0,0.0,28.0,0.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,111.0,48.0,19.0,1.0,8.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,1.0,0.0,12.0,44.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,292.0
Karnataka,Uttara Kannada,2014,25,,0,,,56,,0.0,0.0,0.0,25.0,1.0,24.0,1.0,22.0,20.0,0.0,0.0,0.0,2.0,154.0,8.0,6.0,1.0,2.0,137.0,6.0,0.0,0.0,0.0,6.0,0.0,9.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,8.0,0.0,1.0,16.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,325.0
